timestamp,message
2017-06-25 11:17:43.055,TRIALID 8
2017-06-25 11:17:43.086,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:17:44.138,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:17:44.498,!E TRIAL_EVENT_VAR response
2017-06-25 11:17:46.003,!V TRIAL_VAR block experiment
2017-06-25 11:17:46.004,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:17:46.005,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:17:46.006,!V TRIAL_VAR congruency incongruet
2017-06-25 11:17:46.007,!V TRIAL_VAR accuracy correct
2017-06-25 11:17:46.008,TRIAL_END
2017-06-25 11:17:46.009,TRIALID 9
2017-06-25 11:17:46.053,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:17:47.087,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:17:47.505,!E TRIAL_EVENT_VAR response
2017-06-25 11:17:49.020,!V TRIAL_VAR block experiment
2017-06-25 11:17:49.022,!V TRIAL_VAR stimulus_text text_2
2017-06-25 11:17:49.023,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:17:49.023,!V TRIAL_VAR congruency congruet
2017-06-25 11:17:49.025,!V TRIAL_VAR accuracy correct
2017-06-25 11:17:49.025,TRIAL_END
2017-06-25 11:17:49.026,TRIALID 10
2017-06-25 11:17:49.054,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:17:50.088,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:17:50.561,!E TRIAL_EVENT_VAR response
2017-06-25 11:17:52.071,!V TRIAL_VAR block experiment
2017-06-25 11:17:52.072,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:17:52.073,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:17:52.073,!V TRIAL_VAR congruency congruet
2017-06-25 11:17:52.074,!V TRIAL_VAR accuracy correct
2017-06-25 11:17:52.075,TRIAL_END
2017-06-25 11:17:52.075,TRIALID 11
2017-06-25 11:17:52.105,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:17:53.140,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:17:53.514,!E TRIAL_EVENT_VAR response
2017-06-25 11:17:55.023,!V TRIAL_VAR block experiment
2017-06-25 11:17:55.024,!V TRIAL_VAR stimulus_text text_2
2017-06-25 11:17:55.025,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:17:55.026,!V TRIAL_VAR congruency incongruet
2017-06-25 11:17:55.027,!V TRIAL_VAR accuracy correct
2017-06-25 11:17:55.027,TRIAL_END
2017-06-25 11:17:55.028,TRIALID 12
2017-06-25 11:17:55.073,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:17:56.107,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:17:56.482,!E TRIAL_EVENT_VAR response
2017-06-25 11:17:57.990,!V TRIAL_VAR block experiment
2017-06-25 11:17:57.991,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:17:57.992,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:17:57.993,!V TRIAL_VAR congruency incongruet
2017-06-25 11:17:57.994,!V TRIAL_VAR accuracy correct
2017-06-25 11:17:57.994,TRIAL_END
2017-06-25 11:17:57.995,TRIALID 13
2017-06-25 11:17:58.024,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:17:59.058,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:17:59.626,!E TRIAL_EVENT_VAR response
2017-06-25 11:18:01.141,!V TRIAL_VAR block experiment
2017-06-25 11:18:01.142,!V TRIAL_VAR stimulus_text text_3
2017-06-25 11:18:01.143,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:18:01.143,!V TRIAL_VAR congruency neutral
2017-06-25 11:18:01.144,!V TRIAL_VAR accuracy correct
2017-06-25 11:18:01.145,TRIAL_END
2017-06-25 11:18:01.145,TRIALID 14
2017-06-25 11:18:01.176,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:18:02.209,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:18:02.714,!E TRIAL_EVENT_VAR response
2017-06-25 11:18:04.226,!V TRIAL_VAR block experiment
2017-06-25 11:18:04.228,!V TRIAL_VAR stimulus_text text_2
2017-06-25 11:18:04.228,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:18:04.229,!V TRIAL_VAR congruency congruet
2017-06-25 11:18:04.230,!V TRIAL_VAR accuracy correct
2017-06-25 11:18:04.231,TRIAL_END
2017-06-25 11:18:04.232,TRIALID 15
2017-06-25 11:18:04.260,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:18:05.327,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:18:05.714,!E TRIAL_EVENT_VAR response
2017-06-25 11:18:07.227,!V TRIAL_VAR block experiment
2017-06-25 11:18:07.228,!V TRIAL_VAR stimulus_text text_3
2017-06-25 11:18:07.229,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:18:07.229,!V TRIAL_VAR congruency neutral
2017-06-25 11:18:07.230,!V TRIAL_VAR accuracy correct
2017-06-25 11:18:07.231,TRIAL_END
2017-06-25 11:18:07.232,TRIALID 16
2017-06-25 11:18:07.277,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:18:08.328,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:18:08.802,!E TRIAL_EVENT_VAR response
2017-06-25 11:18:10.311,!V TRIAL_VAR block experiment
2017-06-25 11:18:10.312,!V TRIAL_VAR stimulus_text text_3
2017-06-25 11:18:10.313,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:18:10.313,!V TRIAL_VAR congruency neutral
2017-06-25 11:18:10.314,!V TRIAL_VAR accuracy correct
2017-06-25 11:18:10.315,TRIAL_END
2017-06-25 11:18:10.315,TRIALID 17
2017-06-25 11:18:10.346,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:18:11.395,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:18:12.106,!E TRIAL_EVENT_VAR response
2017-06-25 11:18:13.613,!V TRIAL_VAR block experiment
2017-06-25 11:18:13.614,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:18:13.615,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:18:13.616,!V TRIAL_VAR congruency congruet
2017-06-25 11:18:13.617,!V TRIAL_VAR accuracy correct
2017-06-25 11:18:13.618,TRIAL_END
2017-06-25 11:18:13.619,TRIALID 18
2017-06-25 11:18:13.647,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:18:14.697,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:18:15.171,!E TRIAL_EVENT_VAR response
2017-06-25 11:18:16.680,!V TRIAL_VAR block experiment
2017-06-25 11:18:16.682,!V TRIAL_VAR stimulus_text text_3
2017-06-25 11:18:16.683,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:18:16.683,!V TRIAL_VAR congruency neutral
2017-06-25 11:18:16.684,!V TRIAL_VAR accuracy correct
2017-06-25 11:18:16.685,TRIAL_END
2017-06-25 11:18:16.686,TRIALID 19
2017-06-25 11:18:16.731,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:18:17.764,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:18:18.363,!E TRIAL_EVENT_VAR response
2017-06-25 11:18:19.881,!V TRIAL_VAR block experiment
2017-06-25 11:18:19.882,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:18:19.882,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:18:19.882,!V TRIAL_VAR congruency incongruet
2017-06-25 11:18:19.883,!V TRIAL_VAR accuracy correct
2017-06-25 11:18:19.883,TRIAL_END
2017-06-25 11:18:19.884,TRIALID 20
2017-06-25 11:18:19.915,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:18:20.965,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:18:21.386,!E TRIAL_EVENT_VAR response
2017-06-25 11:18:22.899,!V TRIAL_VAR block experiment
2017-06-25 11:18:22.900,!V TRIAL_VAR stimulus_text text_3
2017-06-25 11:18:22.901,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:18:22.901,!V TRIAL_VAR congruency neutral
2017-06-25 11:18:22.902,!V TRIAL_VAR accuracy correct
2017-06-25 11:18:22.903,TRIAL_END
2017-06-25 11:18:22.904,TRIALID 21
2017-06-25 11:18:22.933,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:18:23.984,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:18:24.491,!E TRIAL_EVENT_VAR response
2017-06-25 11:18:26.001,!V TRIAL_VAR block experiment
2017-06-25 11:18:26.002,!V TRIAL_VAR stimulus_text text_3
2017-06-25 11:18:26.003,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:18:26.003,!V TRIAL_VAR congruency neutral
2017-06-25 11:18:26.004,!V TRIAL_VAR accuracy correct
2017-06-25 11:18:26.005,TRIAL_END
2017-06-25 11:18:26.006,TRIALID 22
2017-06-25 11:18:26.034,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:18:27.085,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:18:27.411,!E TRIAL_EVENT_VAR response
2017-06-25 11:18:28.918,!V TRIAL_VAR block experiment
2017-06-25 11:18:28.919,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:18:28.919,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:18:28.920,!V TRIAL_VAR congruency incongruet
2017-06-25 11:18:28.921,!V TRIAL_VAR accuracy correct
2017-06-25 11:18:28.921,TRIAL_END
2017-06-25 11:18:28.922,TRIALID 23
2017-06-25 11:18:28.952,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:18:29.985,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:18:30.283,!E TRIAL_EVENT_VAR response
2017-06-25 11:18:31.785,!V TRIAL_VAR block experiment
2017-06-25 11:18:31.787,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:18:31.788,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:18:31.788,!V TRIAL_VAR congruency incongruet
2017-06-25 11:18:31.790,!V TRIAL_VAR accuracy correct
2017-06-25 11:18:31.790,TRIAL_END
2017-06-25 11:18:31.791,TRIALID 24
2017-06-25 11:18:31.836,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:18:32.886,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:18:33.260,!E TRIAL_EVENT_VAR response
2017-06-25 11:18:34.770,!V TRIAL_VAR block experiment
2017-06-25 11:18:34.771,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:18:34.772,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:18:34.773,!V TRIAL_VAR congruency congruet
2017-06-25 11:18:34.774,!V TRIAL_VAR accuracy correct
2017-06-25 11:18:34.774,TRIAL_END
2017-06-25 11:18:34.775,TRIALID 25
2017-06-25 11:18:34.821,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:18:35.855,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:18:36.428,!E TRIAL_EVENT_VAR response
2017-06-25 11:18:37.938,!V TRIAL_VAR block experiment
2017-06-25 11:18:37.939,!V TRIAL_VAR stimulus_text text_2
2017-06-25 11:18:37.940,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:18:37.941,!V TRIAL_VAR congruency congruet
2017-06-25 11:18:37.942,!V TRIAL_VAR accuracy correct
2017-06-25 11:18:37.943,TRIAL_END
2017-06-25 11:18:37.944,TRIALID 26
2017-06-25 11:18:37.990,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:18:39.022,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:18:39.595,!E TRIAL_EVENT_VAR response
2017-06-25 11:18:41.105,!V TRIAL_VAR block experiment
2017-06-25 11:18:41.107,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:18:41.107,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:18:41.108,!V TRIAL_VAR congruency incongruet
2017-06-25 11:18:41.109,!V TRIAL_VAR accuracy correct
2017-06-25 11:18:41.110,TRIAL_END
2017-06-25 11:18:41.111,TRIALID 27
2017-06-25 11:18:41.139,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:18:42.173,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:18:42.523,!E TRIAL_EVENT_VAR response
2017-06-25 11:18:44.040,!V TRIAL_VAR block experiment
2017-06-25 11:18:44.041,!V TRIAL_VAR stimulus_text text_2
2017-06-25 11:18:44.042,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:18:44.043,!V TRIAL_VAR congruency incongruet
2017-06-25 11:18:44.043,!V TRIAL_VAR accuracy correct
2017-06-25 11:18:44.044,TRIAL_END
2017-06-25 11:18:44.045,TRIALID 28
2017-06-25 11:18:44.074,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:18:45.108,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:18:45.652,!E TRIAL_EVENT_VAR response
2017-06-25 11:18:47.158,!V TRIAL_VAR block experiment
2017-06-25 11:18:47.159,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:18:47.160,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:18:47.161,!V TRIAL_VAR congruency incongruet
2017-06-25 11:18:47.162,!V TRIAL_VAR accuracy correct
2017-06-25 11:18:47.162,TRIAL_END
2017-06-25 11:18:47.163,TRIALID 29
2017-06-25 11:18:47.208,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:18:48.242,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:18:48.820,!E TRIAL_EVENT_VAR response
2017-06-25 11:18:50.325,!V TRIAL_VAR block experiment
2017-06-25 11:18:50.327,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:18:50.327,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:18:50.328,!V TRIAL_VAR congruency incongruet
2017-06-25 11:18:50.329,!V TRIAL_VAR accuracy correct
2017-06-25 11:18:50.330,TRIAL_END
2017-06-25 11:18:50.331,TRIALID 30
2017-06-25 11:18:50.376,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:18:51.409,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:18:51.820,!E TRIAL_EVENT_VAR response
2017-06-25 11:18:53.327,!V TRIAL_VAR block experiment
2017-06-25 11:18:53.328,!V TRIAL_VAR stimulus_text text_2
2017-06-25 11:18:53.329,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:18:53.330,!V TRIAL_VAR congruency incongruet
2017-06-25 11:18:53.331,!V TRIAL_VAR accuracy correct
2017-06-25 11:18:53.331,TRIAL_END
2017-06-25 11:18:53.332,TRIALID 31
2017-06-25 11:18:53.378,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:18:54.428,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:18:54.733,!E TRIAL_EVENT_VAR response
2017-06-25 11:18:56.245,!V TRIAL_VAR block experiment
2017-06-25 11:18:56.246,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:18:56.246,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:18:56.247,!V TRIAL_VAR congruency incongruet
2017-06-25 11:18:56.248,!V TRIAL_VAR accuracy correct
2017-06-25 11:18:56.248,TRIAL_END
2017-06-25 11:18:56.249,TRIALID 32
2017-06-25 11:18:56.278,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:18:57.312,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:18:57.716,!E TRIAL_EVENT_VAR response
2017-06-25 11:18:59.229,!V TRIAL_VAR block experiment
2017-06-25 11:18:59.230,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:18:59.230,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:18:59.231,!V TRIAL_VAR congruency incongruet
2017-06-25 11:18:59.232,!V TRIAL_VAR accuracy correct
2017-06-25 11:18:59.233,TRIAL_END
2017-06-25 11:18:59.233,TRIALID 33
2017-06-25 11:18:59.262,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:19:00.296,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:19:00.692,!E TRIAL_EVENT_VAR response
2017-06-25 11:19:02.196,!V TRIAL_VAR block experiment
2017-06-25 11:19:02.197,!V TRIAL_VAR stimulus_text text_2
2017-06-25 11:19:02.198,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:19:02.198,!V TRIAL_VAR congruency congruet
2017-06-25 11:19:02.199,!V TRIAL_VAR accuracy correct
2017-06-25 11:19:02.199,TRIAL_END
2017-06-25 11:19:02.200,TRIALID 34
2017-06-25 11:19:02.230,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:19:03.265,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:19:03.701,!E TRIAL_EVENT_VAR response
2017-06-25 11:19:05.215,!V TRIAL_VAR block experiment
2017-06-25 11:19:05.215,!V TRIAL_VAR stimulus_text text_2
